id,idade,renda,cidade,categoria,nota,feedback,cidade_Belo Horizonte,cidade_Rio de Janeiro,cidade_São Paulo,cidade_Vitória,cidade_nan,categoria_A,categoria_B,categoria_nan,feedback_Bom,feedback_Regular,feedback_Ruim,feedback_nan,idade_scaler,renda_scaler,nota_scaler
371,37.0,8735.08,Rio de Janeiro,A,1.4,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4101852845221694,0.4741716522560065,-1.2319619872958028
372,46.0,8046.73,Belo Horizonte,B,1.6,Bom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.16041951392235,0.2686159638380222,-1.1624928423674084
373,33.0,4266.09,Belo Horizonte,A,0.2,Regular,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.663787417164178,-0.8603621110665575,-1.6487768568661691
374,40.0,6193.68,Rio de Janeiro,A,9.5,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.21998368504066296,-0.284743473109672,1.5815383823041715
375,33.0,3031.14,São Paulo,,2.9,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.663787417164178,-1.229143976994922,-0.7109434003328445
376,34.0,2885.28,Belo Horizonte,A,6.2,Regular,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6003868840036759,-1.27270081975318,0.4352974909856636
377,50.0,12005.52,São Paulo,A,9.7,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4140216465643586,1.4507933499820356,1.6510075272325657
378,23.0,8338.53,São Paulo,A,4.5,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2977927487691996,0.3557535390255983,-0.15519024090568911
379,70.0,1644.37,Belo Horizonte,B,2.0,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.6820323097744017,-1.6432624661754374,-1.0235545525106196
380,30.0,8939.99,Belo Horizonte,A,0.2,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8539890166456845,0.5353620584646636,-1.6487768568661691
381,24.0,4506.54,Belo Horizonte,B,9.4,Bom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.2343922156086975,-0.7885587184899551,1.5468038098399746
382,41.0,8708.76,São Paulo,A,4.9,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1565831518801608,0.466311950477607,-0.016251951048900124
383,49.0,5983.45,Rio de Janeiro,A,8.0,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35062111340385643,-0.34752254244375047,1.0605197953412133
384,64.0,9740.44,Belo Horizonte,B,2.9,Bom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3016291108113887,0.774393148454023,-0.7109434003328445
385,41.0,7079.25,Belo Horizonte,A,8.7,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1565831518801608,-0.020293773113573905,1.3036618025905937
386,59.0,9723.52,Vitória,B,9.8,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.984626445008878,0.7693404830250518,1.6857420996967636
387,25.0,7088.62,São Paulo,A,7.3,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1709916824481952,-0.017495695390792633,0.8173777880918328
388,64.0,6886.86,Rio de Janeiro,A,1.8,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3016291108113887,-0.07774544580150307,-1.093023697439014
389,57.0,6359.61,Belo Horizonte,A,0.9,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8578253786878737,-0.23519330912449593,-1.4056348496167888
390,24.0,10843.46,Rio de Janeiro,A,9.8,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2343922156086975,1.1037779605972706,1.6857420996967636
391,32.0,2732.26,Rio de Janeiro,B,2.5,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7271879503246802,-1.3183957880712158,-0.8498816901896333
392,41.0,1720.48,São Paulo,B,4.9,Bom,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.1565831518801608,-1.6205344303717144,-0.016251951048900124
393,62.0,3565.83,São Paulo,B,3.7,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1748280444903845,-1.0694743742634452,-0.43306682061926677
394,64.0,8435.91,Vitória,A,9.1,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3016291108113887,0.3848332411221235,1.4426000924473825
395,49.0,4662.92,Vitória,B,9.6,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35062111340385643,-0.7418603839874427,1.6162729547683687
396,32.0,7969.83,Belo Horizonte,A,8.7,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7271879503246802,0.245652017532592,1.3036618025905937
397,61.0,2338.15,São Paulo,A,2.7,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1114275113298824,-1.436085266334326,-0.7804125452612389
398,63.0,8435.97,Vitória,B,6.1,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2382285776508866,0.3848511583754176,0.4005629185214662
399,17.0,2484.39,Belo Horizonte,B,0.1,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.6781959477322126,-1.3924149476385375,-1.6835114293303666
400,36.0,6597.31,Vitória,B,4.7,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.47358581768267155,-0.1642111239905452,-0.08572109597729462
401,67.0,12971.22,São Paulo,A,6.4,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4918307102928952,1.7391715417525695,0.5047666359140581
402,57.0,8967.82,São Paulo,A,5.3,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8578253786878737,0.5436726777843011,0.12268633880788855
403,69.0,2615.69,Rio de Janeiro,B,6.2,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.6186317766138996,-1.3532060250130105,0.4352974909856636
404,69.0,9163.59,Rio de Janeiro,B,5.0,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6186317766138996,0.6021336890744715,0.018482621415296968
405,49.0,1813.66,Rio de Janeiro,B,2.6,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.35062111340385643,-1.5927089360057844,-0.8151471177254361
406,47.0,8653.83,Rio de Janeiro,B,8.5,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22382004708285214,0.4499087050867449,1.2341926576621995
407,55.0,6928.3,Belo Horizonte,A,3.0,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7310243123668694,-0.06537059619295892,-0.6762088278686473
408,51.0,4666.58,Vitória,A,1.7,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47742217972486073,-0.740767431536495,-1.127758269903211
409,37.0,2423.25,São Paulo,A,5.3,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4101852845221694,-1.4106726287453515,0.12268633880788855
410,31.0,12136.79,Vitória,A,8.5,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7905884834851823,1.4899933139809154,1.2341926576621995
411,32.0,9424.04,Vitória,A,1.2,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7271879503246802,0.6799094994158155,-1.3014311322241972
412,30.0,6077.69,Vitória,B,6.1,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8539890166456845,-0.31938050993628947,0.4005629185214662
413,33.0,6642.29,Belo Horizonte,B,2.8,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.663787417164178,-0.15077915643764211,-0.7456779727970418
414,19.0,8412.41,Belo Horizonte,A,1.7,Regular,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.5513948814112082,0.37781565024855246,-1.127758269903211
415,24.0,6896.05,Belo Horizonte,A,2.8,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2343922156086975,-0.07500111983860427,-0.7456779727970418
416,40.0,6621.45,Belo Horizonte,B,6.2,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.21998368504066296,-0.1570024157485026,0.4352974909856636
417,60.0,2522.96,Rio de Janeiro,B,1.1,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.04802697816938,-1.3808971399792338,-1.3361657046883944
418,52.0,3364.86,Rio de Janeiro,A,7.5,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5408227128853629,-1.129488214172448,0.8868469330202273
419,43.0,5585.12,Rio de Janeiro,A,7.3,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.02978208555915649,-0.46647220085522084,0.8173777880918328
420,67.0,10689.17,Belo Horizonte,B,2.0,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4918307102928952,1.057703743751174,-1.0235545525106196
421,53.0,7186.94,Vitória,B,2.8,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6042232460458651,0.011864710340675575,-0.7456779727970418
422,27.0,7215.72,São Paulo,B,0.8,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.044190616127191,0.02045901950413852,-1.4403694220809862
423,44.0,8376.52,Rio de Janeiro,A,2.5,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03361844760134567,0.3670981465697244,-0.8498816901896333
424,37.0,7192.6,São Paulo,A,5.6,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4101852845221694,0.013554904568097595,0.22689005620048014
425,54.0,3242.12,Vitória,A,9.2,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6676237792063672,-1.1661409419946656,1.4773346649115797
426,57.0,6831.76,Rio de Janeiro,A,3.1,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8578253786878737,-0.09419945674336522,-0.64147425540445
427,27.0,2719.83,Belo Horizonte,A,6.2,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.044190616127191,-1.3221076457120027,0.4352974909856636
428,36.0,12289.66,São Paulo,A,3.0,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.47358581768267155,1.5356434891657154,-0.6762088278686473
429,34.0,11534.18,São Paulo,A,2.2,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6003868840036759,1.310041380520377,-0.9540854075822249
430,40.0,9682.19,Rio de Janeiro,A,1.8,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.21998368504066296,0.7569984817142139,-1.093023697439014
431,51.0,10210.69,Rio de Janeiro,A,2.2,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47742217972486073,0.914819621147503,-0.9540854075822249
432,56.0,4263.67,Rio de Janeiro,A,1.0,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7944248455273716,-0.8610847736160911,-1.3709002771525916
433,50.0,10271.23,Vitória,A,1.9,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4140216465643586,0.9328981297213748,-1.0582891249748168
434,52.0,3943.36,São Paulo,A,8.1,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5408227128853629,-0.9567360303273057,1.0952543678054105
435,36.0,11660.39,São Paulo,B,4.9,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.47358581768267155,1.3477303228247768,-0.016251951048900124
436,70.0,9382.3,Belo Horizonte,A,7.8,Regular,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6820323097744017,0.6674450635407999,0.9910506504128189
437,27.0,6150.01,Vitória,B,7.0,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.044190616127191,-0.29778424729898473,0.7131740706992412
438,22.0,3029.89,Vitória,B,9.8,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.3611932819297017,-1.2295172531052183,1.6857420996967636
439,50.0,4350.91,Vitória,A,4.1,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4140216465643586,-0.8350330873262897,-0.2941285307624781
440,47.0,5881.81,Rio de Janeiro,B,1.8,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.22382004708285214,-0.37787436952416564,-1.093023697439014
441,26.0,6809.15,São Paulo,A,1.9,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.107591149287693,-0.10095127502640544,-1.0582891249748168
442,59.0,6698.11,São Paulo,A,7.3,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.984626445008878,-0.1341101384562492,0.8173777880918328
443,32.0,2365.29,Rio de Janeiro,B,0.6,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7271879503246802,-1.4279806954275718,-1.5098385670093806
444,29.0,9925.67,Rio de Janeiro,A,4.965228426395939,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9173895498061867,0.8297066955821745,0.006404863984852642
445,56.0,6874.32,São Paulo,B,9.0,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7944248455273716,-0.08149015173999585,1.4078655199831855
446,62.0,1533.32,São Paulo,B,4.965228426395939,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1748280444903845,-1.6764243158141634,0.006404863984852642
447,33.0,7079.25,Belo Horizonte,B,3.8,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.663787417164178,-0.020293773113573905,-0.3983322481550697
448,20.0,8368.51,São Paulo,B,8.4,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.487994348250706,0.3647061932549454,1.1994580851980023
449,58.0,6957.78,Rio de Janeiro,A,3.2,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9212259118483759,-0.05656725240773035,-0.6067396829402528
450,20.0,7413.72,Vitória,B,8.3,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.487994348250706,0.07958595537507751,1.1647235127338054
451,34.0,6213.69,Vitória,A,4.1,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6003868840036759,-0.27876806913604857,-0.2941285307624781
452,41.0,3811.52,Vitória,A,6.7,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1565831518801608,-0.9961062082324804,0.6089703533066496
453,63.0,9968.02,Vitória,B,9.0,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2382285776508866,0.8423532901990144,1.4078655199831855
454,31.0,6274.32,São Paulo,A,3.7,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7905884834851823,-0.26066268468223525,-0.43306682061926677
455,55.0,3788.26,Vitória,A,4.4,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7310243123668694,-1.0030521300928745,-0.1899248133698862
456,34.0,4878.49,Rio de Janeiro,B,1.6,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.6003868840036759,-0.6774866791101786,-1.1624928423674084
457,61.0,11752.86,Rio de Janeiro,B,3.8,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1114275113298824,1.3753437963600585,-0.3983322481550697
458,21.0,1550.58,Belo Horizonte,B,8.6,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.424593815090204,-1.6712701192831916,1.2689272301263965
459,61.0,10898.28,Belo Horizonte,A,0.6,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1114275113298824,1.1201483576904272,-1.5098385670093806
460,54.0,12404.84,São Paulo,A,7.5,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6676237792063672,1.5700386430728606,0.8868469330202273
461,65.0,9083.37,Belo Horizonte,B,4.9,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.365029643971891,0.5781783214200943,-0.016251951048900124
462,64.0,8666.41,Rio de Janeiro,B,7.1,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3016291108113887,0.45366535586076717,0.7479086431634383
463,26.0,12891.21,Belo Horizonte,A,4.7,Regular,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.107591149287693,1.7152788844847218,-0.08572109597729462
464,58.0,6586.71,São Paulo,B,10.0,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9212259118483759,-0.16737650540585822,1.7552112446251578
465,56.0,7752.11,Rio de Janeiro,A,3.0,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7944248455273716,0.180636277745618,-0.6762088278686473
466,33.0,12113.6,Belo Horizonte,B,1.4,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.663787417164178,1.4830682955826977,-1.2319619872958028
467,46.0,10979.27,Vitória,A,9.1,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16041951392235,1.1443336634287469,1.4426000924473825
468,57.0,2705.92,Vitória,,9.7,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8578253786878737,-1.3262614622673803,1.6510075272325657
469,43.0,2071.05,Rio de Janeiro,B,9.7,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.02978208555915649,-1.515846905582446,1.6510075272325657
470,66.0,4286.85,Vitória,B,1.1,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.428430177132393,-0.8541627414267559,-1.3361657046883944
471,31.0,9745.52,Rio de Janeiro,B,0.5,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7905884834851823,0.7759101425662672,-1.5445731394735778
472,40.0,4994.33,Vitória,B,5.3,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.21998368504066296,-0.6428944354167968,0.12268633880788855
473,56.0,12632.54,Vitória,B,6.4,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7944248455273716,1.6380346193244406,0.5047666359140581
474,65.0,4304.49,São Paulo,A,6.8,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.365029643971891,-0.8488950689582543,0.6437049257708467
475,58.0,3065.76,São Paulo,A,4.9,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9212259118483759,-1.2188057218441544,-0.016251951048900124
476,60.0,7079.25,Vitória,B,4.9,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.04802697816938,-0.020293773113573905,-0.016251951048900124
477,67.0,12789.22,Vitória,A,6.0,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4918307102928952,1.6848225400934236,0.3658283460572691
478,63.0,8814.57,Vitória,B,7.1,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2382285776508866,0.4979090266619708,0.7479086431634383
479,29.0,8036.87,São Paulo,B,5.3,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9173895498061867,0.26567156188000485,0.12268633880788855
480,44.0,6656.57,Vitória,A,9.9,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03361844760134567,-0.1465148501536169,1.7204766721609606
481,56.0,11987.25,Belo Horizonte,B,3.6,Bom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7944248455273716,1.4453375463539442,-0.467801393083464
482,30.0,8815.15,Vitória,B,2.5,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8539890166456845,0.49808222677714825,-0.8498816901896333
483,32.0,10348.48,São Paulo,A,1.2,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7271879503246802,0.9559665933376881,-1.3014311322241972
484,63.0,5639.11,Rio de Janeiro,A,1.3,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2382285776508866,-0.45034965909930175,-1.26669655976
485,36.0,8382.4,Rio de Janeiro,B,2.9,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.47358581768267155,0.36885403739255807,-0.7109434003328445
486,42.0,8669.37,Rio de Janeiro,B,3.5,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.09318261871965865,0.45454927368994913,-0.5025359655476612
487,62.0,10211.92,São Paulo,B,1.2,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1748280444903845,0.9151869248400345,-1.3014311322241972
488,27.0,11299.41,Belo Horizonte,A,2.1,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.044190616127191,1.239934154588961,-0.9888199800464222
489,28.0,3874.76,São Paulo,A,9.3,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9807900829666888,-0.9772214232603683,1.5120692373757774
490,64.0,12904.59,Vitória,B,10.0,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3016291108113887,1.719274431969334,1.7552112446251578
491,53.0,5153.86,Vitória,A,6.2,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6042232460458651,-0.5952554451163379,0.4352974909856636
492,30.0,4825.72,Rio de Janeiro,A,7.9,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8539890166456845,-0.6932449033824484,1.0257852228770163
493,55.0,11081.33,Rio de Janeiro,B,5.9,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7310243123668694,1.1748109112822218,0.331093773593072
494,39.0,8397.96,São Paulo,B,7.9,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.2833842182011651,0.3735005784135267,1.0257852228770163
495,29.0,2553.17,São Paulo,A,8.8,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9173895498061867,-1.371875802945592,1.3383963750547914
496,19.0,11863.67,Rio de Janeiro,A,6.6,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5513948814112082,1.4084339769856078,0.5742357808424523
497,20.0,12975.36,São Paulo,A,2.1,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.487994348250706,1.7404078322298713,-0.9888199800464222
498,34.0,11357.52,Vitória,A,4.9,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6003868840036759,1.257287014404417,-0.016251951048900124
499,42.0,4159.65,São Paulo,B,6.3,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.09318261871965865,-0.8921473184105109,0.4700320634498607
500,58.0,12404.84,Vitória,B,6.2,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9212259118483759,1.5700386430728606,0.4352974909856636
501,51.0,8424.75,Vitória,A,8.0,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47742217972486073,0.38150063200939793,1.0605197953412133
502,56.0,9275.87,Belo Horizonte,B,9.7,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7944248455273716,0.6356628424057295,1.6510075272325657
